Family,Domain,Seed domains,Full region domains,Rfam ID,Description,RNA type
RF00677,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR168,MIR168 microRNA precursor family,Gene; miRNA;
RF00678,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-140,mir-140 microRNA precursor family,Gene; miRNA;
RF00679,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (0.25%)",mir-210,mir-210 microRNA precursor family,Gene; miRNA;
RF00680,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-224,mir-224 microRNA precursor family,Gene; miRNA;
RF00681,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-198,mir-198 microRNA precursor family,Gene; miRNA;
RF00682,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-144,mir-144 microRNA precursor family,Gene; miRNA;
RF00683,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-143,mir-143 microRNA precursor family,Gene; miRNA;
RF00684,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-122,mir-122 microRNA precursor family,Gene; miRNA;
RF00685,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (2.01%)",mir-36,mir-36 microRNA precursor family,Gene; miRNA;
RF00686,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-338,mir-338 microRNA precursor family,Gene; miRNA;
RF00687,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-136,mir-136 microRNA precursor family,Gene; miRNA;
RF00688,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR394,MIR394 microRNA precursor family,Gene; miRNA;
RF00689,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR390,MIR390 microRNA precursor family,Gene; miRNA;
RF00690,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR408,MIR408 microRNA precursor family,Gene; miRNA;
RF00691,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-146,mir-146 microRNA precursor family,Gene; miRNA;
RF00692,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR171_2,MIR171_2 microRNA precursor family,Gene; miRNA;
RF00693,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-147,mir-147 microRNA precursor family,Gene; miRNA;
RF00694,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-137,mir-137 microRNA precursor family,Gene; miRNA;
RF00695,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (0.16%)",MIR398,MIR398 microRNA precursor family,Gene; miRNA;
RF00696,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-203,mir-203 microRNA precursor family,Gene; miRNA;
RF00697,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-186,mir-186 microRNA precursor family,Gene; miRNA;
RF00698,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-489,mir-489 microRNA precursor family,Gene; miRNA;
RF00699,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-134,mir-134 microRNA precursor family,Gene; miRNA;
RF00700,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-375,mir-375 microRNA precursor family,Gene; miRNA;
RF00701,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-126,mir-126 microRNA precursor family,Gene; miRNA;
RF00702,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-182,mir-182 microRNA precursor family,Gene; miRNA;
RF00703,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-139,mir-139 microRNA precursor family,Gene; miRNA;
RF00704,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR397,MIR397 microRNA precursor family,Gene; miRNA;
RF00705,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-202,mir-202 microRNA precursor family,Gene; miRNA;
RF00706,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-263,mir-263 microRNA precursor family,Gene; miRNA;
RF00707,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-197,mir-197 microRNA precursor family,Gene; miRNA;
RF00708,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-450,mir-450 microRNA precursor family,Gene; miRNA;
RF00709,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-455,mir-455 microRNA precursor family,Gene; miRNA;
RF00710,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-44,mir-44 microRNA precursor family,Gene; miRNA;
RF00711,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-449,mir-449 microRNA precursor family,Gene; miRNA;
RF00712,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-460,mir-460 microRNA precursor family,Gene; miRNA;
RF00713,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-239,mir-239 microRNA precursor family,Gene; miRNA;
RF00714,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR535,MIR535 microRNA precursor family,Gene; miRNA;
RF00715,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-383,mir-383 microRNA precursor family,Gene; miRNA;
RF00716,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3,mir-3 microRNA precursor family,Gene; miRNA;
RF00717,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-315,mir-315 microRNA precursor family,Gene; miRNA;
RF00718,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-431,mir-431 microRNA precursor family,Gene; miRNA;
RF00719,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-326,mir-326 microRNA precursor family,Gene; miRNA;
RF00720,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-317,mir-317 microRNA precursor family,Gene; miRNA;
RF00721,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR475,MIR475 microRNA precursor family,Gene; miRNA;
RF00722,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-451,mir-451 microRNA precursor family,Gene; miRNA;
RF00723,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-448,mir-448 microRNA precursor family,Gene; miRNA;
RF00724,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-282,mir-282 microRNA precursor family,Gene; miRNA;
RF00725,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-iab-4,mir-iab-4 microRNA precursor family,Gene; miRNA;
RF00726,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-87,mir-87 microRNA precursor family,Gene; miRNA;
RF00727,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),bantam,bantam microRNA precursor family,Gene; miRNA;
RF00728,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-81,mir-81 microRNA precursor family,Gene; miRNA;
RF00729,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-278,mir-278 microRNA precursor family,Gene; miRNA;
RF00730,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-277,mir-277 microRNA precursor family,Gene; miRNA;
RF00731,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-155,mir-155 microRNA precursor family,Gene; miRNA;
RF00732,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-305,mir-305 microRNA precursor family,Gene; miRNA;
RF00733,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-296,mir-296 microRNA precursor family,Gene; miRNA;
RF00734,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-52,mir-52 microRNA precursor family,Gene; miRNA;
RF00735,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-367,mir-367 microRNA precursor family,Gene; miRNA;
RF00736,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-320,mir-320 microRNA precursor family,Gene; miRNA;
RF00737,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-322,mir-322 microRNA precursor family,Gene; miRNA;
RF00739,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR476,MIR476 microRNA precursor family,Gene; miRNA;
RF00740,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-370,mir-370 microRNA precursor family,Gene; miRNA;
RF00741,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-378,mir-378 microRNA precursor family,Gene; miRNA;
RF00742,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR162_1,MIR162_1 microRNA precursor family,Gene; miRNA;
RF00743,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-308,mir-308 microRNA precursor family,Gene; miRNA;
RF00744,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-361,mir-361 microRNA precursor family,Gene; miRNA;
RF00745,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-499,mir-499 microRNA precursor family,Gene; miRNA;
RF00746,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-454,mir-454 microRNA precursor family,Gene; miRNA;
RF00747,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-283,mir-283 microRNA precursor family,Gene; miRNA;
RF00748,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-433,mir-433 microRNA precursor family,Gene; miRNA;
RF00749,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-208,mir-208 microRNA precursor family,Gene; miRNA;
RF00750,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-458,mir-458 microRNA precursor family,Gene; miRNA;
RF00751,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-12,mir-12 microRNA precursor family,Gene; miRNA;
RF00752,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-14,mir-14 microRNA precursor family,Gene; miRNA;
RF00753,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-503,mir-503 microRNA precursor family,Gene; miRNA;
RF00754,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-279,mir-279 microRNA precursor family,Gene; miRNA;
RF00755,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-542,mir-542 microRNA precursor family,Gene; miRNA;
RF00756,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-299,mir-299 microRNA precursor family,Gene; miRNA;
RF00757,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-275,mir-275 microRNA precursor family,Gene; miRNA;
RF00758,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-346,mir-346 microRNA precursor family,Gene; miRNA;
RF00760,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-342,mir-342 microRNA precursor family,Gene; miRNA;
RF00761,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-340,mir-340 microRNA precursor family,Gene; miRNA;
RF00762,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-412,mir-412 microRNA precursor family,Gene; miRNA;
RF00763,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-339,mir-339 microRNA precursor family,Gene; miRNA;
RF00764,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-191,mir-191 microRNA precursor family,Gene; miRNA;
RF00765,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-337,mir-337 microRNA precursor family,Gene; miRNA;
RF00766,Eukaryota,Eukaryota (100.00%),"Eukaryota (100.00%), Eukaryota:Fungi (1.44%)",mir-335,mir-335 microRNA precursor family,Gene; miRNA;
RF00767,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-150,mir-150 microRNA precursor family,Gene; miRNA;
RF00768,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR405,MIR405 microRNA precursor family,Gene; miRNA;
RF00769,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-331,mir-331 microRNA precursor family,Gene; miRNA;
RF00770,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-330,mir-330 microRNA precursor family,Gene; miRNA;
RF00771,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-185,mir-185 microRNA precursor family,Gene; miRNA;
RF00772,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-328,mir-328 microRNA precursor family,Gene; miRNA;
RF00773,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-298,mir-298 microRNA precursor family,Gene; miRNA;
RF00774,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-360,mir-360 microRNA precursor family,Gene; miRNA;
RF00775,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-432,mir-432 microRNA precursor family,Gene; miRNA;
RF00776,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-540,mir-540 microRNA precursor family,Gene; miRNA;
RF00777,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-541,mir-541 microRNA precursor family,Gene; miRNA;
RF00778,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR473,MIR473 microRNA precursor family,Gene; miRNA;
RF00779,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR474,MIR474 microRNA precursor family,Gene; miRNA;
RF00780,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR477,MIR477 microRNA precursor family,Gene; miRNA;
RF00781,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-505,mir-505 microRNA precursor family,Gene; miRNA;
RF00782,Eukaryota,Eukaryota (100.00%),"Eukaryota (99.90%), Bacteria (0.10%)",MIR480,MIR480 microRNA precursor family,Gene; miRNA;
RF00783,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-484,mir-484 microRNA precursor family,Gene; miRNA;
RF00784,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-486,mir-486 microRNA precursor family,Gene; miRNA;
RF00785,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-90,mir-90 microRNA precursor family,Gene; miRNA;
RF00786,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-289,mir-289 microRNA precursor family,Gene; miRNA;
RF00787,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-288,mir-288 microRNA precursor family,Gene; miRNA;
RF00788,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-287,mir-287 microRNA precursor family,Gene; miRNA;
RF00789,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-286,mir-286 microRNA precursor family,Gene; miRNA;
RF00790,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-358,mir-358 microRNA precursor family,Gene; miRNA;
RF00791,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-357,mir-357 microRNA precursor family,Gene; miRNA;
RF00792,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-490,mir-490 microRNA precursor family,Gene; miRNA;
RF00793,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-497,mir-497 microRNA precursor family,Gene; miRNA;
RF00794,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-42,mir-42 microRNA precursor family,Gene; miRNA;
RF00795,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-43,mir-43 microRNA precursor family,Gene; miRNA;
RF00796,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-48,mir-48 microRNA precursor family,Gene; miRNA;
RF00797,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-355,mir-355 microRNA precursor family,Gene; miRNA;
RF00798,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-49,mir-49 microRNA precursor family,Gene; miRNA;
RF00799,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-354,mir-354 microRNA precursor family,Gene; miRNA;
RF00801,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-280,mir-280 microRNA precursor family,Gene; miRNA;
RF00802,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-207,mir-207 microRNA precursor family,Gene; miRNA;
RF00803,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-425,mir-425 microRNA precursor family,Gene; miRNA;
RF00804,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-240,mir-240 microRNA precursor family,Gene; miRNA;
RF00805,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-351,mir-351 microRNA precursor family,Gene; miRNA;
RF00806,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-350,mir-350 microRNA precursor family,Gene; miRNA;
RF00807,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-314,mir-314 microRNA precursor family,Gene; miRNA;
RF00808,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-86,mir-86 microRNA precursor family,Gene; miRNA;
RF00809,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-241,mir-241 microRNA precursor family,Gene; miRNA;
RF00810,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-85,mir-85 microRNA precursor family,Gene; miRNA;
RF00811,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-84,mir-84 microRNA precursor family,Gene; miRNA;
RF00812,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-83,mir-83 microRNA precursor family,Gene; miRNA;
RF00813,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-11,mir-11 microRNA precursor family,Gene; miRNA;
RF00814,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-316,mir-316 microRNA precursor family,Gene; miRNA;
RF00815,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-244,mir-244 microRNA precursor family,Gene; miRNA;
RF00816,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-245,mir-245 microRNA precursor family,Gene; miRNA;
RF00817,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-80,mir-80 microRNA precursor family,Gene; miRNA;
RF00818,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-318,mir-318 microRNA precursor family,Gene; miRNA;
RF00819,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-246,mir-246 microRNA precursor family,Gene; miRNA;
RF00820,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-248,mir-248 microRNA precursor family,Gene; miRNA;
RF00821,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-249,mir-249 microRNA precursor family,Gene; miRNA;
RF00822,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-274,mir-274 microRNA precursor family,Gene; miRNA;
RF00823,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),lsy-6,lsy-6 microRNA precursor family,Gene; miRNA;
RF00824,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-50,mir-50 microRNA precursor family,Gene; miRNA;
RF00825,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-344,mir-344 microRNA precursor family,Gene; miRNA;
RF00826,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-55,mir-55 microRNA precursor family,Gene; miRNA;
RF00827,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-77,mir-77 microRNA precursor family,Gene; miRNA;
RF00828,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-75,mir-75 microRNA precursor family,Gene; miRNA;
RF00829,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-149,mir-149 microRNA precursor family,Gene; miRNA;
RF00830,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-74,mir-74 microRNA precursor family,Gene; miRNA;
RF00831,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-73,mir-73 microRNA precursor family,Gene; miRNA;
RF00832,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-71,mir-71 microRNA precursor family,Gene; miRNA;
RF00833,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-70,mir-70 microRNA precursor family,Gene; miRNA;
RF00834,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-268,mir-268 microRNA precursor family,Gene; miRNA;
RF00835,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-58,mir-58 microRNA precursor family,Gene; miRNA;
RF00836,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-250,mir-250 microRNA precursor family,Gene; miRNA;
RF00837,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-251,microRNA mir-251 microRNA precursor family,Gene; miRNA;
RF00838,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-252,mir-252 microRNA precursor family,Gene; miRNA;
RF00839,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-452,mir-452 microRNA precursor family,Gene; miRNA;
RF00840,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-374,mir-374 microRNA precursor family,Gene; miRNA;
RF00841,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-384,mir-384 microRNA precursor family,Gene; miRNA;
RF00842,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR403,MIR403 microRNA precursor family,Gene; miRNA;
RF00843,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-228,mir-228 microRNA precursor family,Gene; miRNA;
RF00844,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-67,mir-67 microRNA precursor family,Gene; miRNA;
RF00845,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR158,MIR158 microRNA precursor family,Gene; miRNA;
RF00846,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-64,mir-64 microRNA precursor family,Gene; miRNA;
RF00847,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-62,mir-62 microRNA precursor family,Gene; miRNA;
RF00848,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-61,mir-61 microRNA precursor family,Gene; miRNA;
RF00849,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-60,mir-60 microRNA precursor family,Gene; miRNA;
RF00850,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-259,mir-259 microRNA precursor family,Gene; miRNA;
RF00851,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-230,mir-230 microRNA precursor family,Gene; miRNA;
RF00852,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-231,mir-231 microRNA precursor family,Gene; miRNA;
RF00853,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-304,mir-304 microRNA precursor family,Gene; miRNA;
RF00854,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-5,mir-5 microRNA precursor family,Gene; miRNA;
RF00855,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-254,mir-254 microRNA precursor family,Gene; miRNA;
RF00856,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-232,mir-232 microRNA precursor family,Gene; miRNA;
RF00857,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-233,mir-233 microRNA precursor family,Gene; miRNA;
RF00858,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-306,mir-306 microRNA precursor family,Gene; miRNA;
RF00859,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-234,mir-234 microRNA precursor family,Gene; miRNA;
RF00861,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-488,mir-488 microRNA precursor family,Gene; miRNA;
RF00862,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-491,mir-491 microRNA precursor family,Gene; miRNA;
RF00863,Viruses/Mixed,Viruses (100.00%),"Viruses (83.33%), Eukaryota (16.67%)",mir-BART17,mir-BART17 microRNA precursor family,Gene; miRNA;
RF00864,Viruses,Viruses (100.00%),Viruses (100.00%),mir-BART20,mir-BART20 microRNA precursor family,Gene; miRNA;
RF00865,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR169_5,MIR169_5 microRNA precursor family,Gene; miRNA;
RF00866,Viruses,Viruses (100.00%),"Viruses (90.91%), Eukaryota (9.09%)",mir-BART3,mir-BART3 microRNA precursor family,Gene; miRNA;
RF00867,Viruses/Mixed,Viruses (100.00%),"Viruses (85.71%), Eukaryota (14.29%)",mir-BART5,mir-BART5 microRNA precursor family,Gene; miRNA;
RF00868,Viruses/Mixed,Viruses (100.00%),"Viruses (85.71%), Eukaryota (14.29%)",mir-BART15,mir-BART15 microRNA precursor family,Gene; miRNA;
RF00869,Viruses,Viruses (100.00%),Viruses (100.00%),mir-BART7,mir-BART7 microRNA precursor family,Gene; miRNA;
RF00870,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-423,mir-423 microRNA precursor family,Gene; miRNA;
RF00872,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-652,mir-652 microRNA precursor family,Gene; miRNA;
RF00873,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-550,mir-550 microRNA precursor family,Gene; miRNA;
RF00874,Viruses,Viruses (100.00%),Viruses (100.00%),mir-BART12,mir-BART12 microRNA precursor family,Gene; miRNA;
RF00875,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-692,mir-692 microRNA precursor family,Gene; miRNA;
RF00876,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-684,mir-684 microRNA precursor family,Gene; miRNA;
RF00877,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-592,mir-592 microRNA precursor family,Gene; miRNA;
RF00878,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-456,mir-456 microRNA precursor family,Gene; miRNA;
RF00879,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-615,mir-615 microRNA precursor family,Gene; miRNA;
RF00883,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR820,MIR820 microRNA precursor family,Gene; miRNA;
RF00884,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR815,MIR815 microRNA precursor family,Gene; miRNA;
RF00885,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR821,MIR821 microRNA precursor family,Gene; miRNA;
RF00886,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR807,MIR807 microRNA precursor family,Gene; miRNA;
RF00887,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-802,mir-802 microRNA precursor family,Gene; miRNA;
RF00888,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-770,mir-770 microRNA precursor family,Gene; miRNA;
RF00890,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-668,mir-668 microRNA precursor family,Gene; miRNA;
RF00891,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-671,mir-671 microRNA precursor family,Gene; miRNA;
RF00892,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-551,mir-551 microRNA precursor family,Gene; miRNA;
RF00893,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR854,MIR854 microRNA precursor family,Gene; miRNA;
RF00894,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-790,mir-790 microRNA precursor family,Gene; miRNA;
RF00895,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-786,mir-786 microRNA precursor family,Gene; miRNA;
RF00896,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-787,mir-787 microRNA precursor family,Gene; miRNA;
RF00897,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-675,mir-675 microRNA precursor family,Gene; miRNA;
