Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF01465,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli31,Listeria sRNA rli31,Gene; sRNA;
RF01466,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (50.00%), Viruses (50.00%), Bacteria:Firmicutes (50.00%)",rli34,Listeria sRNA rli34,Gene; sRNA;
RF01467,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli36,Listeria sRNA rli36,Gene; sRNA;
RF01468,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli32,Listeria sRNA rli32,Gene; sRNA;
RF01469,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Eukaryota (80.00%), Eukaryota:Metazoa (40.00%), Bacteria (20.00%), Bacteria:Firmicutes (20.00%), Eukaryota:Viridiplantae (20.00%), Eukaryota:Alveolata (20.00%)",rli33,Listeria sRNA rli33,Gene; sRNA;
RF01470,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (97.47%), Bacteria:Firmicutes (68.35%), Eukaryota (1.27%), Viruses (1.27%), Eukaryota:Metazoa (1.27%)",rli38,Listeria sRNA rli38,Gene; sRNA;
RF01471,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rliB,Listeria sRNA rliB,Gene; sRNA;
RF01472,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli40,Listeria sRNA rli40,Gene; sRNA;
RF01473,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (80.00%), Bacteria:Firmicutes (40.00%), Eukaryota (20.00%), Eukaryota:Viridiplantae (20.00%)",rli41,Listeria sRNA rli41,Gene; sRNA;
RF01474,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli42,Listeia sRNA rli42,Gene; sRNA;
RF01475,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli45,Listeria snRNA rli45,Gene; antisense;
RF01476,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rliF,Listeria sRNA rliF,Gene; sRNA;
RF01477,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli43,Listeria sRNA rli43,Gene; sRNA;
RF01478,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli47,Listeria sRNA rli47,Gene; sRNA;
RF01479,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Viruses (80.00%), Bacteria (20.00%), Bacteria:Firmicutes (20.00%)",rli48,Listeria sRNA rli48,Gene; sRNA;
RF01480,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli52,Listeria sRNA rli52,Cis-reg;
RF01481,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (33.33%)",rli53,Listeria sRNA rli53,Cis-reg;
RF01482,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (31.56%), Bacteria:Firmicutes (20.62%), Bacteria:Proteobacteria (5.94%), Bacteria:Bacteroidetes (0.94%)",AdoCbl,AdoCbl (Cobalamin/B12) riboswitch aptamer,Cis-reg; riboswitch;
RF01483,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli56,Listeria sRNA rli56,Cis-reg;
RF01484,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli59,Listeria sRNA rli59,Cis-reg;
RF01485,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (85.00%), Bacteria:Firmicutes (35.00%), Eukaryota (15.00%), Eukaryota:Metazoa (10.00%), Eukaryota:Viridiplantae (5.00%)",rli61,Listeria sRNA rli61,Cis-reg;
RF01486,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Viruses (85.71%), Bacteria (14.29%), Bacteria:Firmicutes (14.29%)",rli62,Listeria sRNA rli62,Cis-reg;
RF01487,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Eukaryota (62.50%), Bacteria (37.50%), Eukaryota:Metazoa (37.50%), Bacteria:Firmicutes (25.00%), Eukaryota:Viridiplantae (12.50%), Eukaryota:Alveolata (12.50%)",rliI,Listeria sRNA rliI,Gene; sRNA;
RF01488,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (50.00%), Eukaryota (50.00%), Bacteria:Firmicutes (50.00%), Eukaryota:Metazoa (50.00%)",rli49,Listeria sRNA rli49,Gene; sRNA;
RF01489,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (52.83%)",sbrA,Listeria sRNA sbrA,Gene; sRNA;
RF01490,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Eukaryota (75.00%), Eukaryota:Metazoa (50.00%), Bacteria (25.00%), Bacteria:Firmicutes (25.00%), Eukaryota:Viridiplantae (25.00%)",rli51,Listeria snRNA rli51,Cis-reg;
RF01491,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (50.00%)",rli54,Listeria sRNA rli54,Cis-reg;
RF01492,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (87.28%), Bacteria:Firmicutes (64.45%), Viruses (8.09%), Eukaryota (4.62%), Eukaryota:Metazoa (4.34%), Bacteria:Actinobacteria (0.58%), Eukaryota:Viridiplantae (0.29%)",rli28,Listeria sRNA rli28,Gene; sRNA;
RF01493,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli37,Listeria sRNA rli37,Gene; sRNA;
RF01494,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (98.98%), Bacteria:Firmicutes (66.33%), Eukaryota (1.02%), Eukaryota:Metazoa (1.02%)",rliD,Listeria sRNA rliD,Gene; antisense;
RF01690,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.86%), Bacteria:Firmicutes (46.12%), Eukaryota (0.14%), Eukaryota:Metazoa (0.14%), Bacteria:Actinobacteria (0.02%)",Bacillaceae-1,Bacillaceae-1 RNA,Gene; sRNA;
RF01691,Bacteria+Firmicutes/Mixed,"Bacteria (93.55%), Bacteria:Firmicutes (93.55%), unclassified sequences (6.45%)","Bacteria (78.98%), Bacteria:Firmicutes (42.68%), Eukaryota (21.02%), Eukaryota:Metazoa (10.83%), Eukaryota:Viridiplantae (7.64%), Bacteria:Proteobacteria (3.18%), Eukaryota:Fungi (2.55%), Bacteria:Actinobacteria (1.91%), Bacteria:Bacteroidetes (0.64%)",Bacillus-plasmid,Bacillus-plasmid RNA,Gene; sRNA;
RF01699,Bacteria+Firmicutes/Bacteria,"unclassified sequences (60.82%), Bacteria (39.18%), Bacteria:Firmicutes (39.18%)","Bacteria (99.40%), Bacteria:Firmicutes (58.28%), Eukaryota (0.60%), Bacteria:Bacteroidetes (0.26%), Eukaryota:Viridiplantae (0.26%), Eukaryota:Alveolata (0.17%), Eukaryota:Metazoa (0.09%)",Clostridiales-1,Clostridiales-1 RNA,Gene; sRNA;
RF01708,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.40%), Bacteria:Firmicutes (76.65%), Eukaryota (0.60%), Eukaryota:Metazoa (0.60%)",L17DE,L17 ribosomal protein downstream element,Cis-reg;
RF01709,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (96.55%), Bacteria:Firmicutes (81.03%), Eukaryota (3.45%), Eukaryota:Fungi (1.72%), Eukaryota:Metazoa (1.72%)",Lacto-rpoB,Lacto-rpoB RNA,Cis-reg;
RF01710,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (73.33%)",Lacto-usp,Lacto-usp RNA,Gene; sRNA;
RF01731,Bacteria,"unclassified sequences (86.67%), Bacteria (13.33%), Bacteria:Firmicutes (8.10%), Bacteria:Proteobacteria (5.24%)","Bacteria (98.28%), Bacteria:Proteobacteria (31.48%), Bacteria:Firmicutes (29.43%), Eukaryota (1.72%), Eukaryota:Metazoa (0.99%), Eukaryota:Viridiplantae (0.66%)",TwoAYGGAY,TwoAYGGAY RNA,Cis-reg;
RF01732,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (80.43%)",asd,MarS sRNA,Gene; sRNA;
RF01734,Mixed/Bacteria,"Bacteria (79.24%), Bacteria:Proteobacteria (39.10%), Bacteria:Firmicutes (25.61%), unclassified sequences (11.76%), Archaea (8.65%), Archaea:Euryarchaeota (7.96%), Bacteria:Actinobacteria (3.81%), Bacteria:Cyanobacteria (2.08%), Bacteria:Bacteroidetes (1.73%), Archaea:Crenarchaeota (0.69%), Other (0.35%)","Bacteria (94.89%), Bacteria:Firmicutes (20.10%), Bacteria:Proteobacteria (18.63%), Bacteria:Actinobacteria (5.32%), Bacteria:Bacteroidetes (5.19%), Archaea (3.60%), Archaea:Euryarchaeota (2.68%), Eukaryota (1.47%), Bacteria:Cyanobacteria (1.21%), Eukaryota:Viridiplantae (0.63%), Eukaryota:Metazoa (0.59%), Archaea:Crenarchaeota (0.34%), Eukaryota:Fungi (0.21%), Archaea:Thaumarchaeota (0.08%), Viruses (0.04%), Eukaryota:Alveolata (0.04%)",Fluoride,Fluoride riboswitch aptamer (crcB RNA motif),Cis-reg; riboswitch;
RF01735,Bacteria+Firmicutes/Bacteria,"Bacteria (90.00%), Bacteria:Firmicutes (90.00%), unclassified sequences (10.00%)","Bacteria (99.78%), Bacteria:Firmicutes (52.44%), Eukaryota (0.22%), Eukaryota:Viridiplantae (0.22%)",epsC,epsC RNA,Cis-reg;
RF01742,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (85.71%), Bacteria:Firmicutes (71.43%), Eukaryota (14.29%), Eukaryota:Metazoa (14.29%)",lactis-plasmid,lactis-plasmid RNA,Gene; sRNA;
RF01743,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (77.78%)",leu-phe_leader,leu/phe leader RNA from Lactococcus,Cis-reg; leader;
RF01749,Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (89.19%), Bacteria:Proteobacteria (6.76%)","Bacteria (98.46%), Bacteria:Firmicutes (57.98%), Bacteria:Proteobacteria (2.10%), Eukaryota (1.54%), Eukaryota:Metazoa (1.40%), Eukaryota:Viridiplantae (0.14%)",pan,pan motif,Cis-reg;
RF01750,Bacteria,"Bacteria (54.59%), unclassified sequences (44.32%), Bacteria:Proteobacteria (26.49%), Bacteria:Firmicutes (17.30%), Bacteria:Actinobacteria (9.19%), Other (1.08%)","Bacteria (99.79%), Bacteria:Actinobacteria (27.93%), Bacteria:Firmicutes (18.41%), Bacteria:Proteobacteria (7.57%), Eukaryota (0.21%), Eukaryota:Viridiplantae (0.12%), Bacteria:Bacteroidetes (0.06%), Eukaryota:Metazoa (0.06%), Eukaryota:Fungi (0.03%)",ZMP-ZTP,ZMP/ZTP riboswitch aptamer (pfl RNA motif),Cis-reg; riboswitch;
RF01764,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (98.39%)","Bacteria (99.57%), Bacteria:Firmicutes (53.04%), Bacteria:Actinobacteria (6.52%), Viruses (0.43%), Bacteria:Proteobacteria (0.22%), Bacteria:Bacteroidetes (0.22%)",azaaromatic,azaaromatic riboswitch aptamer (yjdF RNA),Cis-reg; riboswitch;
RF01766,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (96.80%), Bacteria:Proteobacteria (38.31%), Bacteria:Firmicutes (20.09%), Eukaryota (2.77%), Eukaryota:Metazoa (1.91%), Bacteria:Actinobacteria (0.86%), Eukaryota:Viridiplantae (0.57%), Viruses (0.43%), Eukaryota:Fungi (0.24%)",cspA,cspA thermoregulator,Cis-reg; thermoregulator;
RF01767,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.42%), Bacteria:Firmicutes (81.40%), Eukaryota (0.58%), Eukaryota:Metazoa (0.58%)",SAM-III,SAM-III riboswitch aptamer (SMK box),Cis-reg; riboswitch;
RF01775,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (81.82%), Bacteria:Proteobacteria (9.09%)",RsaOG,RNA S.aureus Orsay G,Gene; sRNA;
RF01776,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (92.67%), Bacteria:Firmicutes (72.25%), Viruses (5.76%), Eukaryota (1.57%), Bacteria:Actinobacteria (1.57%), Eukaryota:Metazoa (1.57%)",RatA,RNA anti-toxin A,Gene; antitoxin;
RF01786,Bacteria,"Bacteria (87.04%), Bacteria:Firmicutes (66.67%), unclassified sequences (12.96%)","Bacteria (100.00%), Bacteria:Firmicutes (54.71%), Bacteria:Actinobacteria (0.53%)",c-di-GMP-II,Cyclic di-GMP-II riboswitch aptamer,Cis-reg; riboswitch;
RF01797,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (96.55%), Bacteria:Firmicutes (82.76%), Eukaryota (3.45%), Bacteria:Proteobacteria (3.45%), Eukaryota:Metazoa (3.45%)",fstAT,Fst antitoxin sRNA,Gene; antitoxin;
RF01816,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (77.78%), Bacteria:Firmicutes (66.67%), Eukaryota (22.22%), Eukaryota:Metazoa (11.11%)",RsaA,RNA Staph. aureus A,Gene; sRNA;
RF01817,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",RsaB,RNA Staph. aureus A,Gene; sRNA;
RF01818,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",RsaC,RNA Staph. aureus C,Gene; sRNA;
RF01819,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (81.82%), Bacteria:Firmicutes (72.73%), Eukaryota (18.18%), Eukaryota:Viridiplantae (9.09%), Eukaryota:Metazoa (9.09%)",RsaD,RNA Staph. aureus D,Gene; sRNA;
RF01820,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (59.06%)",RsaE,RNA Staph. aureus E (RoxS),Gene; sRNA;
RF01821,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",RsaH,RNA Staph. aureus H,Gene; sRNA;
RF01822,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",RsaJ,RNA Staph. aureus A,Gene; sRNA;
RF01828,Bacteria+Firmicutes/Viruses,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Viruses (92.31%), Bacteria (7.69%), Bacteria:Firmicutes (7.69%)",SprD,Small pathogenicity island RNA D,Gene; sRNA;
RF01831,Bacteria+Firmicutes/Bacteria,"Bacteria (73.27%), Bacteria:Firmicutes (73.27%), unclassified sequences (24.75%), Other (1.98%)","Bacteria (99.61%), Bacteria:Firmicutes (60.84%), Bacteria:Bacteroidetes (0.65%), Eukaryota (0.39%), Eukaryota:Metazoa (0.26%), Bacteria:Proteobacteria (0.13%), Eukaryota:Fungi (0.13%)",THF,THF (Tetrahydrofolate) riboswitch aptamer,Cis-reg; riboswitch;
RF01852,Mixed,"Bacteria (68.81%), Bacteria:Proteobacteria (48.62%), Eukaryota (29.36%), Eukaryota:Metazoa (25.69%), Bacteria:Firmicutes (11.93%), Bacteria:Actinobacteria (4.59%), Archaea (1.83%), Archaea:Euryarchaeota (1.83%), Eukaryota:Viridiplantae (0.92%)","Bacteria (55.11%), Eukaryota (44.32%), Eukaryota:Metazoa (33.00%), Bacteria:Proteobacteria (11.94%), Bacteria:Actinobacteria (9.02%), Bacteria:Firmicutes (8.41%), Eukaryota:Alveolata (5.01%), Eukaryota:Viridiplantae (1.41%), Eukaryota:Stramenopiles (1.08%), Eukaryota:Fungi (0.42%), Viruses (0.40%), Eukaryota:Amoebozoa (0.19%), Archaea (0.16%), Archaea:Euryarchaeota (0.12%), Bacteria:Bacteroidetes (0.12%), Bacteria:Cyanobacteria (0.02%)",tRNA-Sec,Selenocysteine transfer RNA,Gene; tRNA;
RF01854,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (95.65%)","Bacteria (99.12%), Bacteria:Firmicutes (54.87%), Bacteria:Proteobacteria (1.36%), Bacteria:Actinobacteria (0.82%), Eukaryota (0.68%), Eukaryota:Metazoa (0.61%), Bacteria:Bacteroidetes (0.27%), Archaea (0.20%), Archaea:Euryarchaeota (0.14%), Eukaryota:Fungi (0.07%)",Bacteria_large_SRP,Bacterial large signal recognition particle RNA,Gene;
RF01858,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",RsaF,RNA Staph. aureus F,Gene; sRNA;
RF01982,Mixed,"Archaea (85.00%), Archaea:Euryarchaeota (85.00%), Bacteria (15.00%), Bacteria:Firmicutes (15.00%)","Archaea (55.88%), Archaea:Euryarchaeota (55.88%), Bacteria (44.12%), Bacteria:Firmicutes (26.47%)",PYLIS_1,Pyrrolysine insertion sequence 1,Cis-reg;
RF01990,Bacteria,"Bacteria (95.83%), Bacteria:Firmicutes (62.50%), Bacteria:Proteobacteria (12.50%), unclassified sequences (4.17%), Bacteria:Actinobacteria (4.17%)","Bacteria (99.77%), Bacteria:Firmicutes (52.49%), Bacteria:Proteobacteria (2.26%), Bacteria:Actinobacteria (1.36%), Bacteria:Bacteroidetes (0.45%), Eukaryota (0.23%), Eukaryota:Metazoa (0.23%)",SECIS_4,Selenocysteine insertion sequence 4,Cis-reg;
RF01998,Bacteria,"Bacteria (67.93%), unclassified sequences (32.07%), Bacteria:Firmicutes (32.07%), Bacteria:Proteobacteria (29.54%), Bacteria:Bacteroidetes (2.95%)","Bacteria (98.60%), Bacteria:Firmicutes (37.48%), Bacteria:Proteobacteria (15.43%), Bacteria:Bacteroidetes (6.00%), Bacteria:Actinobacteria (1.52%), Eukaryota (1.25%), Eukaryota:Metazoa (0.82%), Eukaryota:Viridiplantae (0.35%), Bacteria:Cyanobacteria (0.12%), Archaea (0.08%), Other (0.08%), Archaea:Euryarchaeota (0.08%), Eukaryota:Fungi (0.04%)",group-II-D1D4-1,Group II catalytic intron D1-D4-1,Intron;
RF01999,Bacteria,"Bacteria (71.53%), Bacteria:Proteobacteria (43.75%), unclassified sequences (26.39%), Bacteria:Bacteroidetes (13.19%), Bacteria:Firmicutes (6.94%), Archaea (2.08%), Archaea:Euryarchaeota (2.08%), Bacteria:Actinobacteria (1.39%)","Bacteria (91.82%), Bacteria:Proteobacteria (14.48%), Bacteria:Actinobacteria (10.86%), Bacteria:Bacteroidetes (9.60%), Bacteria:Firmicutes (7.71%), Eukaryota (7.55%), Eukaryota:Metazoa (6.69%), Eukaryota:Fungi (0.63%), Archaea (0.47%), Archaea:Euryarchaeota (0.47%), Bacteria:Cyanobacteria (0.24%), Other (0.16%), Eukaryota:Viridiplantae (0.16%), Eukaryota:Alveolata (0.08%)",group-II-D1D4-2,Group II catalytic intron D1-D4-2,Intron;
RF02001,Bacteria,"Bacteria (61.08%), unclassified sequences (38.92%), Bacteria:Firmicutes (27.59%), Bacteria:Proteobacteria (22.41%), Bacteria:Bacteroidetes (4.68%), Bacteria:Actinobacteria (0.25%)","Bacteria (97.94%), Bacteria:Firmicutes (35.19%), Bacteria:Proteobacteria (14.54%), Bacteria:Bacteroidetes (6.11%), Eukaryota (1.81%), Eukaryota:Metazoa (1.40%), Bacteria:Actinobacteria (1.03%), Eukaryota:Viridiplantae (0.32%), Other (0.21%), Bacteria:Cyanobacteria (0.21%), Archaea (0.05%), Archaea:Euryarchaeota (0.05%), Eukaryota:Fungi (0.02%), Eukaryota:Alveolata (0.02%)",group-II-D1D4-3,Group II catalytic intron D1-D4-3,Intron;
RF02003,Bacteria,"Bacteria (71.11%), unclassified sequences (28.89%), Bacteria:Firmicutes (26.67%), Bacteria:Proteobacteria (24.44%), Bacteria:Actinobacteria (14.44%)","Bacteria (94.44%), Bacteria:Firmicutes (18.87%), Bacteria:Proteobacteria (12.85%), Bacteria:Actinobacteria (11.23%), Eukaryota (4.17%), Eukaryota:Metazoa (3.47%), Archaea (1.27%), Archaea:Euryarchaeota (1.16%), Bacteria:Bacteroidetes (0.46%), Eukaryota:Fungi (0.35%), Eukaryota:Viridiplantae (0.23%), Viruses (0.12%)",group-II-D1D4-4,Group II catalytic intron D1-D4-4,Intron;
RF02004,Bacteria+Firmicutes/Bacteria,"Bacteria (72.66%), Bacteria:Firmicutes (71.94%), unclassified sequences (27.34%), Bacteria:Actinobacteria (0.72%)","Bacteria (98.22%), Bacteria:Firmicutes (59.32%), Viruses (0.96%), Eukaryota (0.82%), Eukaryota:Viridiplantae (0.55%), Bacteria:Proteobacteria (0.41%), Eukaryota:Metazoa (0.27%), Bacteria:Actinobacteria (0.14%)",group-II-D1D4-5,Group II catalytic intron D1-D4-5,Intron;
RF02005,Bacteria,"Bacteria (54.02%), unclassified sequences (45.40%), Bacteria:Proteobacteria (22.99%), Bacteria:Firmicutes (18.39%), Bacteria:Actinobacteria (2.30%), Bacteria:Bacteroidetes (1.15%), Other (0.57%)","Bacteria (96.65%), Bacteria:Proteobacteria (27.41%), Bacteria:Firmicutes (22.11%), Eukaryota (2.31%), Eukaryota:Metazoa (1.83%), Archaea (0.91%), Archaea:Euryarchaeota (0.91%), Bacteria:Actinobacteria (0.61%), Bacteria:Bacteroidetes (0.43%), Eukaryota:Fungi (0.24%), Eukaryota:Viridiplantae (0.18%), Viruses (0.12%), Bacteria:Cyanobacteria (0.06%)",group-II-D1D4-6,Group II catalytic intron D1-D4-6,Intron;
RF02032,Mixed,"unclassified sequences (80.00%), Viruses (11.43%), Bacteria (8.57%), Bacteria:Firmicutes (2.86%), Bacteria:Bacteroidetes (2.86%)","Viruses (74.00%), Bacteria (24.00%), Bacteria:Firmicutes (6.00%), Bacteria:Actinobacteria (4.00%), Eukaryota (2.00%), Bacteria:Proteobacteria (2.00%), Eukaryota:Metazoa (2.00%)",GOLLD,"Giant, ornate, lake- and Lactobacillales-derived (GOLLD) RNA",Gene;
RF02033,Bacteria,"Bacteria (85.61%), Bacteria:Cyanobacteria (53.96%), Bacteria:Proteobacteria (13.67%), unclassified sequences (12.95%), Bacteria:Firmicutes (7.19%), Archaea (0.72%), Viruses (0.72%), Archaea:Euryarchaeota (0.72%)","Bacteria (97.69%), Bacteria:Cyanobacteria (23.11%), Bacteria:Proteobacteria (19.54%), Bacteria:Firmicutes (10.19%), Archaea (1.26%), Archaea:Euryarchaeota (1.05%), Eukaryota (0.63%), Bacteria:Bacteroidetes (0.63%), Bacteria:Actinobacteria (0.53%), Eukaryota:Fungi (0.53%), Viruses (0.42%), Eukaryota:Viridiplantae (0.11%)",HEARO,HNH endonuclease-associated RNA and ORF (HEARO) RNA,Gene;
RF02099,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rivX,rivX sRNA,Gene; sRNA;
RF02273,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",FsrA,FsrA,Gene;
RF02276,Bacteria/Mixed,"Bacteria (95.83%), Bacteria:Proteobacteria (70.83%), Bacteria:Firmicutes (20.83%), Viruses (4.17%)","Bacteria (56.34%), Viruses (43.44%), Bacteria:Proteobacteria (18.71%), Bacteria:Firmicutes (8.17%), Bacteria:Actinobacteria (4.52%), Eukaryota (0.22%), Eukaryota:Metazoa (0.22%)",Hammerhead_II,Hammerhead ribozyme (type II),Gene; ribozyme;
RF02348,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (95.12%), Bacteria:Firmicutes (68.29%), Eukaryota (4.88%), Eukaryota:Metazoa (4.88%)",tracrRNA,Trans-activating crRNA,Gene; CRISPR;
RF02370,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",Trp_leader_2,Bacillus tryptophan operon leader,Cis-reg; leader;
RF02371,Bacteria+Firmicutes/Bacteria,"Bacteria (90.00%), Bacteria:Firmicutes (90.00%), unclassified sequences (10.00%)","Bacteria (100.00%), Bacteria:Firmicutes (63.64%)",PyrG_leader,PyrG leader,Cis-reg; leader;
RF02376,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.32%), Bacteria:Firmicutes (65.54%), Eukaryota (0.68%), Eukaryota:Viridiplantae (0.68%)",antisense_SR1,SR1 sRNA,Gene; sRNA;
RF02377,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",SurA,SurA sRNA,Gene; sRNA;
