Family,Domain,Seed domains,Full region domains,Rfam ID,Description,RNA type
RF00920,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR444,microRNA MIR444,Gene; miRNA;
RF00921,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-665,microRNA mir-665,Gene; miRNA;
RF00922,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-673,microRNA mir-673,Gene; miRNA;
RF00925,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR1027,microRNA MIR1027,Gene; miRNA;
RF00926,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR1151,microRNA MIR1151,Gene; miRNA;
RF00927,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-582,microRNA mir-582,Gene; miRNA;
RF00928,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-590,microRNA mir-590,Gene; miRNA;
RF00929,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-574,microRNA mir-574,Gene; miRNA;
RF00931,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-879,microRNA mir-879,Gene; miRNA;
RF00932,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-471,microRNA mir-471,Gene; miRNA;
RF00933,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-875,microRNA mir-875,Gene; miRNA;
RF00934,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-463,microRNA mir-463,Gene; miRNA;
RF00935,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-876,microRNA mir-876,Gene; miRNA;
RF00936,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-744,microRNA mir-744,Gene; miRNA;
RF00937,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-653,microRNA mir-653,Gene; miRNA;
RF00939,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-504,microRNA mir-504,Gene; miRNA;
RF00940,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-327,microRNA mir-327,Gene; miRNA;
RF00941,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-434,microRNA mir-434,Gene; miRNA;
RF00942,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1224,microRNA mir-1224,Gene; miRNA;
RF00943,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR824,microRNA MIR824,Gene; miRNA;
RF00945,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1226,microRNA mir-1226,Gene; miRNA;
RF00946,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1225,microRNA mir-1225,Gene; miRNA;
RF00947,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-929,microRNA mir-929,Gene; miRNA;
RF00948,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-996,microRNA mir-996,Gene; miRNA;
RF00949,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-983,microRNA mir-983,Gene; miRNA;
RF00950,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-927,microRNA mir-927,Gene; miRNA;
RF00951,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1302,microRNA mir-1302,Gene; miRNA;
RF00952,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-650,microRNA mir-650,Gene; miRNA;
RF00953,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1497,microRNA mir-1497,Gene; miRNA;
RF00954,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR1446,microRNA MIR1446,Gene; miRNA;
RF00955,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1829,microRNA mir-1829,Gene; miRNA;
RF00956,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR1444,microRNA MIR1444,Gene; miRNA;
RF00957,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-663,microRNA mir-663,Gene; miRNA;
RF00958,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-498,microRNA mir-498,Gene; miRNA;
RF00959,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-612,microRNA mir-612,Gene; miRNA;
RF00960,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-661,microRNA mir-661,Gene; miRNA;
RF00961,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-581,microRNA mir-581,Gene; miRNA;
RF00962,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-586,microRNA mir-586,Gene; miRNA;
RF00963,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-642,microRNA mir-642,Gene; miRNA;
RF00964,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-938,microRNA mir-938,Gene; miRNA;
RF00965,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-549,microRNA mir-549,Gene; miRNA;
RF00966,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-676,mir-676 microRNA precursor family,Gene; miRNA;
RF00967,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-281,mir-281 microRNA precursor family,Gene; miRNA;
RF00968,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-626,mir-626 microRNA precursor family,Gene; miRNA;
RF00969,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-556,microRNA mir-556,Gene; miRNA;
RF00970,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-648,mir-648 microRNA precursor family,Gene; miRNA;
RF00971,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-578,mir-578 microRNA precursor family,Gene; miRNA;
RF00972,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-651,microRNA mir-651,Gene; miRNA;
RF00973,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-597,microRNA mir-597,Gene; miRNA;
RF00974,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-607,microRNA mir-607,Gene; miRNA;
RF00975,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR845_2,microRNA MIR845_2,Gene; miRNA;
RF00976,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-583,microRNA mir-583,Gene; miRNA;
RF00977,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-600,microRNA mir-600,Gene; miRNA;
RF00978,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-638,microRNA mir-638,Gene; miRNA;
RF00979,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-553,microRNA mir-553,Gene; miRNA;
RF00980,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-643,microRNA mir-643,Gene; miRNA;
RF00981,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-939,microRNA mir-939,Gene; miRNA;
RF00983,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-662,microRNA mir-662,Gene; miRNA;
RF00984,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-576,microRNA mir-576,Gene; miRNA;
RF00985,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-640,microRNA mir-640,Gene; miRNA;
RF00986,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-920,mir-920 microRNA precursor family,Gene; miRNA;
RF00987,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-589,microRNA mir-589,Gene; miRNA;
RF00988,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-657,microRNA mir-657,Gene; miRNA;
RF00989,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-492,microRNA mir-492,Gene; miRNA;
RF00990,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-552,microRNA mir-552,Gene; miRNA;
RF00991,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-599,microRNA mir-599,Gene; miRNA;
RF00992,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-593,microRNA mir-593,Gene; miRNA;
RF00993,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1473,microRNA mir-1473,Gene; miRNA;
RF00994,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1255,microRNA mir-1255,Gene; miRNA;
RF00995,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-616,microRNA mir-616,Gene; miRNA;
RF00996,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-631,microRNA mir-631,Gene; miRNA;
RF00997,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-942,microRNA mir-942,Gene; miRNA;
RF00998,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-562,microRNA mir-562,Gene; miRNA;
RF00999,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-924,microRNA mir-924,Gene; miRNA;
RF01000,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-580,microRNA mir-580,Gene; miRNA;
RF01001,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-609,microRNA mir-609,Gene; miRNA;
RF01002,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-936,microRNA mir-936,Gene; miRNA;
RF01003,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-563,microRNA mir-563,Gene; miRNA;
RF01004,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-557,microRNA mir-557,Gene; miRNA;
RF01005,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR530,microRNA MIR530,Gene; miRNA;
RF01006,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-601,microRNA mir-601,Gene; miRNA;
RF01007,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-624,microRNA mir-624,Gene; miRNA;
RF01008,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-636,microRNA mir-636,Gene; miRNA;
RF01010,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-632,microRNA mir-632,Gene; miRNA;
RF01011,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-605,microRNA mir-605,Gene; miRNA;
RF01012,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-628,microRNA mir-628,Gene; miRNA;
RF01013,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-577,microRNA mir-577,Gene; miRNA;
RF01014,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1306,microRNA mir-1306,Gene; miRNA;
RF01015,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-885,microRNA mir-885,Gene; miRNA;
RF01016,Eukaryota,Eukaryota (100.0%),"Eukaryota (99.35%), Bacteria (0.65%)",mir-584,microRNA mir-584,Gene; miRNA;
RF01018,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-569,microRNA mir-569,Gene; miRNA;
RF01019,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-922,microRNA mir-922,Gene; miRNA;
RF01020,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-572,microRNA mir-572,Gene; miRNA;
RF01021,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-558,microRNA mir-558,Gene; miRNA;
RF01022,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-611,microRNA mir-611,Gene; miRNA;
RF01023,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-940,microRNA mir-940,Gene; miRNA;
RF01024,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-944,microRNA mir-944,Gene; miRNA;
RF01025,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-934,microRNA mir-934,Gene; miRNA;
RF01026,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR828,microRNA MIR828,Gene; miRNA;
RF01027,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-765,microRNA mir-765,Gene; miRNA;
RF01028,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-633,microRNA mir-633,Gene; miRNA;
RF01029,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-649,microRNA mir-649,Gene; miRNA;
RF01030,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-422,microRNA mir-422,Gene; miRNA;
RF01031,Eukaryota,Eukaryota (100.0%),"Eukaryota (96.43%), Bacteria (3.57%)",mir-639,microRNA mir-639,Gene; miRNA;
RF01032,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-554,microRNA mir-554,Gene; miRNA;
RF01033,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-767,microRNA mir-767,Gene; miRNA;
RF01034,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-618,microRNA mir-618,Gene; miRNA;
RF01035,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-887,microRNA mir-887,Gene; miRNA;
RF01036,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-567,microRNA mir-567,Gene; miRNA;
RF01037,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-644,microRNA mir-644,Gene; miRNA;
RF01038,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1307,microRNA mir-1307,Gene; miRNA;
RF01039,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-937,microRNA mir-937,Gene; miRNA;
RF01040,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-573,microRNA mir-573,Gene; miRNA;
RF01041,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-604,microRNA mir-604,Gene; miRNA;
RF01042,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-891,microRNA mir-891,Gene; miRNA;
RF01043,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR1023,microRNA MIR1023,Gene; miRNA;
RF01044,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-345,microRNA mir-345,Gene; miRNA;
RF01045,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-544,microRNA mir-544,Gene; miRNA;
RF01046,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),WLE3,Wingless localisation element 3 (WLE3),Cis-reg;
RF01050,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Sacc_telomerase,Saccharomyces telomerase,Gene;
RF01052,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Arthropod_7SK,Arthropod 7SK RNA,Gene;
RF01059,Eukaryota,"Eukaryota (95.83%), unclassified sequences (4.17%)","Eukaryota (99.88%), Bacteria (0.12%)",mir-598,microRNA mir-598,Gene; miRNA;
RF01061,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-548,microRNA mir-548,Gene; miRNA;
RF01064,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-253,microRNA mir-253,Gene; miRNA;
RF01073,Viruses/Eukaryota,Viruses (100.0%),"Eukaryota (99.6%), Viruses (0.4%)",GP_knot1,Gag/pol translational readthrough site,Cis-reg;
RF01090,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),RF_site4,Edr gene ribosomal frameshift signal,Cis-reg; frameshift_element;
RF01093,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),RF_site5,Ma3 gene ribosomal frameshift signal,Cis-reg; frameshift_element;
RF01097,Viruses/Eukaryota,Viruses (100.0%),"Eukaryota (99.44%), Viruses (0.56%)",RF_site8,Gag/pro ribosomal frameshift site,Cis-reg; frameshift_element;
RF01117,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ciona-mir-92,Ciona microRNA mir-92,Gene; miRNA;
RF01151,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoU82P,Small nucleolar RNA U82P,Gene; snRNA; snoRNA; CD-box;
RF01153,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn3060,Small nucleolar RNA sn3060,Gene; snRNA; snoRNA; CD-box;
RF01155,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR101,Small nucleolar RNA snoR101,Gene; snRNA; snoRNA; CD-box;
RF01156,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD123,Small nucleolar RNA SNORD123,Gene; snRNA; snoRNA; CD-box;
RF01157,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn1185,Small nucleolar RNA sn1185,Gene; snRNA; snoRNA; CD-box;
RF01158,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD108,Small nucleolar RNA SNORD108,Gene; snRNA; snoRNA; CD-box;
RF01159,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoU18,Small nucleolar RNA U18,Gene; snRNA; snoRNA; CD-box;
RF01160,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn2841,Small nucleolar RNA sn2841,Gene; snRNA; snoRNA; CD-box;
RF01161,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD5,Small nucleolar RNA SNORD5,Gene; snRNA; snoRNA; CD-box;
RF01162,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn668,Small nucleolar RNA sn668,Gene; snRNA; snoRNA; CD-box;
RF01163,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR64a,Small nucleolar RNA snoR64a,Gene; snRNA; snoRNA; CD-box;
RF01164,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD107,Small nucleolar RNA SNORD107,Gene; snRNA; snoRNA; CD-box;
RF01165,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn2317,Small nucleolar RNA sn2317,Gene; snRNA; snoRNA; CD-box;
RF01166,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn3071,Small nucleolar RNA sn3071,Gene; snRNA; snoRNA; CD-box;
RF01167,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn2429,Small nucleolar RNA sn2429,Gene; snRNA; snoRNA; CD-box;
RF01168,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD126,Small nucleolar RNA SNORD126,Gene; snRNA; snoRNA; CD-box;
RF01169,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD112,Small nucleolar RNA SNORD112,Gene; snRNA; snoRNA; CD-box;
RF01170,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoU61,Small nucleolar RNA U61,Gene; snRNA; snoRNA; CD-box;
RF01171,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR4,Small nucleolar RNA snoR4,Gene; snRNA; snoRNA; CD-box;
RF01172,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn2343,Small nucleolar RNA sn2343,Gene; snRNA; snoRNA; CD-box;
RF01173,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoU105B,Small nucleolar RNA U105B,Gene; snRNA; snoRNA; CD-box;
RF01174,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoU43,Small nucleolar RNA U43,Gene; snRNA; snoRNA; CD-box;
RF01175,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoU83D,Small nucleolar RNA U83,Gene; snRNA; snoRNA; CD-box;
RF01176,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR78,Small nucleolar RNA snR78,Gene; snRNA; snoRNA; CD-box;
RF01177,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR67,Small nucleolar RNA snR67,Gene; snRNA; snoRNA; CD-box;
RF01178,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR77Y,Small nucleolar RNA snoR77Y,Gene; snRNA; snoRNA; CD-box;
RF01179,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoU83,Small nucleolar RNA U83,Gene; snRNA; snoRNA; CD-box;
RF01180,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR110,Small nucleolar RNA snoR110,Gene; snRNA; snoRNA; HACA-box;
RF01181,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR77,Small nucleolar RNA snR77,Gene; snRNA; snoRNA; CD-box;
RF01182,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD11,Small nucleolar RNA SNORD11,Gene; snRNA; snoRNA; CD-box;
RF01183,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD19B,Small nucleolar RNA SNORD19B,Gene; snRNA; snoRNA; CD-box;
RF01184,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR79,Small nucleolar RNA snR79,Gene; snRNA; snoRNA; CD-box;
RF01185,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR75,Small nucleolar RNA snR75,Gene; snRNA; snoRNA; CD-box;
RF01186,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD127,Small nucleolar RNA SNORD127,Gene; snRNA; snoRNA; CD-box;
RF01188,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR56,Small nucleolar RNA snR56,Gene; snRNA; snoRNA; CD-box;
RF01189,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn1502,Small nucleolar RNA sn1502,Gene; snRNA; snoRNA; CD-box;
RF01190,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR50,Small nucleolar RNA snR50,Gene; snRNA; snoRNA; CD-box;
RF01191,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD121A,Small nucleolar RNA SNORD121A,Gene; snRNA; snoRNA; CD-box;
RF01192,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD11B,Small nucleolar RNA SNORD11B,Gene; snRNA; snoRNA; CD-box;
RF01193,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR20a,Small nucleolar RNA snoR20a,Gene; snRNA; snoRNA; CD-box;
RF01194,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn2903,Small nucleolar RNA sn2903,Gene; snRNA; snoRNA; CD-box;
RF01195,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR52,Small nucleolar RNA snR52,Gene; snRNA; snoRNA; CD-box;
RF01196,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ30a,Small nucleolar RNA Z30a,Gene; snRNA; snoRNA; CD-box;
RF01197,Eukaryota,Eukaryota (100.0%),"Eukaryota (97.87%), Bacteria (2.13%)",snR39,Small nucleolar RNA snR39,Gene; snRNA; snoRNA; CD-box;
RF01198,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR69Y,Small nucleolar RNA snoR69Y,Gene; snRNA; snoRNA; CD-box;
RF01199,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR58,Small nucleolar RNA snR58,Gene; snRNA; snoRNA; CD-box;
RF01200,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD125,Small nucleolar RNA SNORD125,Gene; snRNA; snoRNA; CD-box;
RF01201,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR40,Small nucleolar RNA snR40,Gene; snRNA; snoRNA; CD-box;
RF01202,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn2991,Small nucleolar RNA sn2991,Gene; snRNA; snoRNA; CD-box;
RF01203,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR47,Small nucleolar RNA snR47,Gene; snRNA; snoRNA; CD-box;
RF01204,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR65,Small nucleolar RNA snR65,Gene; snRNA; snoRNA; HACA-box;
RF01205,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR62,Small nucleolar RNA snR62,Gene; snRNA; snoRNA; CD-box;
RF01206,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR109,Small nucleolar RNA snoR109,Gene; snRNA; snoRNA; HACA-box;
RF01207,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR73,Small nucleolar RNA snR73,Gene; snRNA; snoRNA; CD-box;
RF01208,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR99,Small nucleolar RNA snoR99,Gene; snRNA; snoRNA; HACA-box;
RF01209,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR76,Small nucleolar RNA snR76,Gene; snRNA; snoRNA; CD-box;
RF01210,Eukaryota,"Eukaryota (97.06%), unclassified sequences (2.94%)","Eukaryota (99.98%), unclassified sequences (0.02%)",snoU13,Small nucleolar RNA U13,Gene; snRNA; snoRNA; CD-box;
RF01211,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD124,Small nucleolar RNA SNORD124,Gene; snRNA; snoRNA; CD-box;
RF01212,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn2524,Small nucleolar RNA sn2524,Gene; snRNA; snoRNA; CD-box;
RF01213,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR103,Small nucleolar RNA snoR103,Gene; snRNA; snoRNA; HACA-box;
RF01214,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR51,Small nucleolar RNA snR51,Gene; snRNA; snoRNA; CD-box;
RF01215,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR97,Small nucleolar RNA snoR97,Gene; snRNA; snoRNA; HACA-box;
RF01216,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR87,Small nucleolar RNA snR87,Gene; snRNA; snoRNA; CD-box;
RF01218,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR41,Small nucleolar RNA snR41,Gene; snRNA; snoRNA; CD-box;
RF01219,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR100,Small nucleolar RNA snoR100,Gene; snRNA; snoRNA; HACA-box;
RF01220,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR104,Small nucleolar RNA snoR104,Gene; snRNA; snoRNA; HACA-box;
RF01221,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoU6-47,Small nucleolar RNA U6-47,Gene; snRNA; snoRNA; CD-box;
RF01222,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn2417,Small nucleolar RNA sn2417,Gene; snRNA; snoRNA; CD-box;
RF01223,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snR13,Small nucleolar RNA snR13,Gene; snRNA; snoRNA; CD-box;
RF01224,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR80,Small nucleolar RNA snoR80,Gene; snRNA; snoRNA; HACA-box;
RF01225,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ACA64,Small nucleolar RNA ACA64,Gene; snRNA; snoRNA; HACA-box;
RF01226,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoZ5,Small nucleolar RNA Z5,Gene; snRNA; snoRNA; CD-box;
RF01227,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR83,Small nucleolar RNA snoR83,Gene; snRNA; snoRNA; HACA-box;
RF01228,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR111,Small nucleolar RNA snoR111,Gene; snRNA; snoRNA; HACA-box;
RF01229,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORA84,Small nucleolar RNA SNORA84,Gene; snRNA; snoRNA; HACA-box;
RF01230,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR77,Small nucleolar RNA snoR77,Gene; snRNA; snoRNA; HACA-box;
RF01231,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR74,Small nucleolar RNA snoR74,Gene; snRNA; snoRNA; HACA-box;
