Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF00391,Bacteria+Proteobacteria/Bacteria,"Bacteria (96.49%), Bacteria:Proteobacteria (96.49%), unclassified sequences (3.51%)","Bacteria (95.43%), Bacteria:Proteobacteria (69.25%), Eukaryota (4.57%), Eukaryota:Metazoa (3.50%), Eukaryota:Fungi (0.91%), Eukaryota:Viridiplantae (0.15%)",RtT,RtT RNA,Cis-reg;
RF00435,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (98.96%), Bacteria:Proteobacteria (50.13%), Eukaryota (1.04%), Eukaryota:Metazoa (0.78%), Eukaryota:Viridiplantae (0.26%)",ROSE,Repression of heat shock gene expression (ROSE) element,Cis-reg; thermoregulator;
RF00442,Bacteria,"Bacteria (82.00%), Bacteria:Proteobacteria (48.00%), Bacteria:Firmicutes (27.00%), unclassified sequences (18.00%), Bacteria:Cyanobacteria (5.00%), Bacteria:Actinobacteria (2.00%)","Bacteria (99.29%), Bacteria:Firmicutes (26.28%), Bacteria:Proteobacteria (21.28%), Bacteria:Cyanobacteria (3.57%), Bacteria:Actinobacteria (2.66%), Eukaryota (0.65%), Eukaryota:Metazoa (0.32%), Eukaryota:Viridiplantae (0.19%), Viruses (0.06%), Eukaryota:Alveolata (0.06%)",Guanidine-I,Guanidine-I riboswitch aptamer,Cis-reg; riboswitch;
RF00444,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (95.41%), Bacteria:Proteobacteria (58.72%), Eukaryota (4.59%), Eukaryota:Metazoa (3.67%), Eukaryota:Viridiplantae (0.92%)",PrrF,PrrF RNA,Gene; sRNA;
RF00489,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (98.80%), Bacteria:Proteobacteria (56.22%), Eukaryota (1.20%), Eukaryota:Metazoa (0.80%), Eukaryota:Viridiplantae (0.40%)",ctRNA_p42d,ctRNA,Gene; antisense;
RF00490,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (99.18%), Bacteria:Proteobacteria (56.15%), Eukaryota (0.82%), Eukaryota:Metazoa (0.82%)",S-element,S-element,Cis-reg;
RF00504,Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (43.18%), Bacteria:Firmicutes (31.82%), Bacteria:Actinobacteria (25.00%)","Bacteria (99.26%), Bacteria:Proteobacteria (20.92%), Bacteria:Actinobacteria (20.57%), Bacteria:Firmicutes (13.83%), Eukaryota (0.73%), Eukaryota:Metazoa (0.35%), Eukaryota:Viridiplantae (0.15%), Eukaryota:Fungi (0.13%), Eukaryota:Alveolata (0.08%), Bacteria:Bacteroidetes (0.02%), Viruses (0.01%)",Glycine,Glycine riboswitch aptamer,Cis-reg; riboswitch;
RF00505,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (96.00%), Bacteria:Proteobacteria (88.00%), Eukaryota (4.00%), Eukaryota:Metazoa (4.00%)",RydC,RydC RNA,Gene; sRNA;
RF00506,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (92.78%), Bacteria:Proteobacteria (64.95%), Eukaryota (7.22%), Eukaryota:Metazoa (4.12%), Eukaryota:Alveolata (1.03%), Eukaryota:Fungi (0.52%), Eukaryota:Viridiplantae (0.52%)",Thr_leader,Threonine operon leader,Cis-reg; leader;
RF00512,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (92.13%), Bacteria:Proteobacteria (66.14%), Eukaryota (7.87%), Eukaryota:Metazoa (7.09%), Eukaryota:Fungi (0.79%)",Leu_leader,Leucine operon leader,Cis-reg; leader;
RF00513,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (96.15%), Bacteria:Proteobacteria (68.13%), Eukaryota (3.85%), Eukaryota:Metazoa (3.30%), Eukaryota:Fungi (0.55%)",Trp_leader,Tryptophan operon leader,Cis-reg; leader;
RF00514,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (94.52%), Bacteria:Proteobacteria (61.94%), Eukaryota (5.48%), Eukaryota:Metazoa (2.90%), Eukaryota:Viridiplantae (2.26%), Bacteria:Bacteroidetes (0.32%), Eukaryota:Fungi (0.32%)",His_leader,Histidine operon leader,Cis-reg; leader;
RF00517,Bacteria+Proteobacteria/Bacteria,"unclassified sequences (52.86%), Bacteria (47.14%), Bacteria:Proteobacteria (47.14%)","Bacteria (99.02%), Bacteria:Proteobacteria (50.34%), Eukaryota (0.98%), Eukaryota:Metazoa (0.59%), Eukaryota:Viridiplantae (0.20%), Eukaryota:Alveolata (0.10%)",serC,serC leader,Cis-reg; leader;
RF00518,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (98.37%), Bacteria:Proteobacteria (51.90%), Eukaryota (1.63%), Eukaryota:Metazoa (1.09%), Eukaryota:Fungi (0.27%), Eukaryota:Alveolata (0.27%)",speF,speF leader,Cis-reg; leader;
RF00519,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (99.17%), Bacteria:Proteobacteria (48.40%), Eukaryota (0.77%), Eukaryota:Metazoa (0.44%), Eukaryota:Viridiplantae (0.22%), Viruses (0.06%), Eukaryota:Alveolata (0.06%)",suhB,Makes More Granules Regulator RNA (mmgR),Gene; sRNA;
RF00520,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (52.89%)",ybhL,ybhL leader,Cis-reg; leader;
RF00521,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (99.17%), Bacteria:Proteobacteria (53.24%), Eukaryota (0.83%), Eukaryota:Metazoa (0.42%), Eukaryota:Alveolata (0.25%), Bacteria:Bacteroidetes (0.17%), Eukaryota:Viridiplantae (0.17%)",SAM_alpha,Alpha-proteobacteria SAM riboswitch aptamer,Cis-reg; riboswitch;
RF00522,Bacteria,"Bacteria (90.70%), Bacteria:Firmicutes (72.09%), Bacteria:Proteobacteria (16.28%), Other (9.30%)","Bacteria (99.89%), Bacteria:Firmicutes (53.16%), Bacteria:Proteobacteria (7.79%), Bacteria:Bacteroidetes (0.34%), Eukaryota (0.11%), Eukaryota:Metazoa (0.11%)",PreQ1,PreQ1 (pre queuosine) riboswitch aptamer,Cis-reg; riboswitch;
RF00534,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (93.44%), Bacteria:Proteobacteria (73.77%), Eukaryota (6.56%), Eukaryota:Metazoa (4.92%), Eukaryota:Fungi (1.64%)",SgrS,SgrS RNA,Gene; antisense;
RF00552,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (92.59%), Bacteria:Proteobacteria (65.93%), Eukaryota (7.41%), Eukaryota:Metazoa (5.93%), Eukaryota:Fungi (0.74%), Eukaryota:Viridiplantae (0.74%)",rncO,rncO,Cis-reg;
RF00623,Bacteria+Proteobacteria/Bacteria,"Bacteria (92.86%), Bacteria:Proteobacteria (92.86%), unclassified sequences (7.14%)","Bacteria (97.37%), Bacteria:Proteobacteria (63.16%), Eukaryota (2.63%), Eukaryota:Viridiplantae (2.63%)",P1,Pseudomonas sRNA P1,Gene;
RF00624,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (93.28%), Bacteria:Proteobacteria (51.49%), Eukaryota (6.72%), Eukaryota:Metazoa (5.22%), Eukaryota:Fungi (0.75%), Eukaryota:Viridiplantae (0.75%)",P9,Pseudomonas sRNA P9,Gene;
RF00625,Bacteria+Proteobacteria/Bacteria,"Bacteria (93.33%), Bacteria:Proteobacteria (93.33%), unclassified sequences (6.67%)","Bacteria (100.00%), Bacteria:Proteobacteria (60.00%)",P11,Pseudomonas sRNA P11,Gene;
RF00627,Bacteria+Proteobacteria/Bacteria,"Bacteria (95.45%), Bacteria:Proteobacteria (95.45%), unclassified sequences (4.55%)","Bacteria (95.24%), Bacteria:Proteobacteria (53.97%), Eukaryota (4.76%), Eukaryota:Metazoa (3.17%), Eukaryota:Viridiplantae (1.59%)",P15,Pseudomonas sRNA P15,Gene;
RF00628,Bacteria+Proteobacteria/Bacteria,"Bacteria (85.19%), Bacteria:Proteobacteria (85.19%), unclassified sequences (14.81%)","Bacteria (98.48%), Bacteria:Proteobacteria (56.06%), Eukaryota (1.52%), Eukaryota:Metazoa (1.52%)",RgsA,RgsA sRNA,Gene; sRNA;
RF00629,Bacteria+Proteobacteria/Bacteria,"Bacteria (85.71%), Bacteria:Proteobacteria (85.71%), unclassified sequences (14.29%)","Bacteria (94.00%), Bacteria:Proteobacteria (56.00%), Eukaryota (6.00%), Eukaryota:Metazoa (4.00%), Eukaryota:Viridiplantae (2.00%)",P24,Pseudomonas sRNA P24,Gene;
RF00630,Bacteria+Proteobacteria/Bacteria,"Bacteria (92.59%), Bacteria:Proteobacteria (92.59%), unclassified sequences (7.41%)","Bacteria (95.15%), Bacteria:Proteobacteria (58.93%), Eukaryota (4.85%), Eukaryota:Metazoa (4.08%), Eukaryota:Viridiplantae (0.51%)",P26,Pseudomonas sRNA P26,Gene;
RF00632,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",sxy,sxy 5' UTR element,Cis-reg;
RF01051,Bacteria,"Bacteria (97.42%), Bacteria:Proteobacteria (50.97%), Bacteria:Firmicutes (43.87%), unclassified sequences (1.94%), Viruses (0.65%)","Bacteria (99.42%), Bacteria:Firmicutes (36.74%), Bacteria:Proteobacteria (13.71%), Bacteria:Actinobacteria (1.09%), Eukaryota (0.53%), Eukaryota:Metazoa (0.41%), Bacteria:Bacteroidetes (0.10%), Bacteria:Cyanobacteria (0.08%), Viruses (0.06%), Eukaryota:Viridiplantae (0.04%), Eukaryota:Fungi (0.02%), Eukaryota:Alveolata (0.02%)",c-di-GMP-I,c-di-GMP-I riboswitch aptamer,Cis-reg; riboswitch;
RF01055,Bacteria,"Bacteria (99.38%), Bacteria:Proteobacteria (84.38%), Bacteria:Firmicutes (13.12%), unclassified sequences (0.62%)","Bacteria (99.00%), Bacteria:Firmicutes (35.39%), Bacteria:Proteobacteria (25.35%), Eukaryota (0.93%), Eukaryota:Metazoa (0.70%), Bacteria:Bacteroidetes (0.31%), Bacteria:Actinobacteria (0.15%), Eukaryota:Viridiplantae (0.15%), Viruses (0.08%), Eukaryota:Fungi (0.08%)",Molybdenum,Molybdenum/Tungsten riboswitch aptamer (Moco RNA motif),Cis-reg; riboswitch;
RF01056,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (87.50%), Bacteria:Proteobacteria (75.00%), Eukaryota (12.50%), Eukaryota:Metazoa (8.33%), Eukaryota:Fungi (2.08%), Eukaryota:Viridiplantae (2.08%)",Magnesium-II,Magnesium riboswitch aptamer (Magnesium responsive RNA element),Cis-reg; riboswitch;
RF01057,Bacteria+Proteobacteria/Bacteria,"Bacteria (78.85%), Bacteria:Proteobacteria (78.85%), unclassified sequences (21.15%)","Bacteria (98.32%), Bacteria:Proteobacteria (46.54%), Bacteria:Actinobacteria (5.97%), Eukaryota (1.68%), Eukaryota:Metazoa (0.66%), Eukaryota:Fungi (0.44%), Eukaryota:Viridiplantae (0.44%), Bacteria:Firmicutes (0.07%), Eukaryota:Alveolata (0.07%)",SAH,SAH (S-adenosyl-L-homocysteine) riboswitch aptamer,Cis-reg; riboswitch;
RF01068,Bacteria+Proteobacteria/Mixed,"Bacteria (98.61%), Bacteria:Proteobacteria (97.22%), unclassified sequences (1.39%), Bacteria:Cyanobacteria (1.39%)","Bacteria (75.12%), Bacteria:Proteobacteria (38.09%), Eukaryota (24.50%), Eukaryota:Viridiplantae (12.10%), Eukaryota:Metazoa (12.03%), Bacteria:Actinobacteria (4.59%), Archaea (0.37%), Archaea:Euryarchaeota (0.31%), Eukaryota:Fungi (0.31%), Bacteria:Bacteroidetes (0.12%), Bacteria:Cyanobacteria (0.06%), Eukaryota:Alveolata (0.06%)",Guanidine-II,Guanidine-II riboswitch aptamer (mini-ykkC),Cis-reg; riboswitch;
RF01069,Bacteria+Proteobacteria/Bacteria,"Bacteria (85.71%), Bacteria:Proteobacteria (85.71%), unclassified sequences (14.29%)","Bacteria (90.80%), Bacteria:Proteobacteria (58.62%), Eukaryota (9.20%), Eukaryota:Metazoa (5.75%), Eukaryota:Viridiplantae (3.45%)",purD,purD RNA motif,Cis-reg;
RF01070,Bacteria+Proteobacteria/Bacteria,"Bacteria (74.29%), Bacteria:Proteobacteria (74.29%), unclassified sequences (25.71%)","Bacteria (98.16%), Bacteria:Proteobacteria (48.39%), Eukaryota (1.84%), Eukaryota:Fungi (0.46%), Eukaryota:Viridiplantae (0.46%), Eukaryota:Metazoa (0.46%)",sucA,SucA RNA motif,Cis-reg;
RF01087,Mixed/Bacteria,"Other (83.33%), Bacteria (16.67%), Bacteria:Proteobacteria (16.67%)","Bacteria (100.00%), Bacteria:Proteobacteria (50.00%)",PK-repZ,Pseudoknot of the regulatory region of the repZ gene,Cis-reg;
RF01089,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (79.31%), Bacteria:Proteobacteria (58.62%), Eukaryota (20.69%), Eukaryota:Metazoa (20.69%)",PK-repBA,Pseudoknot of the regulatory region of the repBA gene,Cis-reg;
RF01317,Bacteria+Proteobacteria/Bacteria,"Bacteria (96.97%), Bacteria:Proteobacteria (93.94%), unclassified sequences (3.03%)","Bacteria (99.20%), Bacteria:Proteobacteria (54.98%), Bacteria:Firmicutes (0.89%), Eukaryota (0.79%), Eukaryota:Metazoa (0.56%), Eukaryota:Viridiplantae (0.19%), Viruses (0.01%), Eukaryota:Fungi (0.01%)",CRISPR-DR4,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01320,Mixed,"Archaea (50.00%), Archaea:Euryarchaeota (50.00%), Bacteria (30.00%), unclassified sequences (20.00%), Bacteria:Proteobacteria (10.00%), Bacteria:Bacteroidetes (10.00%)","Bacteria (69.00%), Archaea (30.64%), Archaea:Euryarchaeota (28.40%), Bacteria:Proteobacteria (15.94%), Bacteria:Firmicutes (9.36%), Bacteria:Bacteroidetes (9.22%), Archaea:Thaumarchaeota (2.24%), Eukaryota (0.37%), Eukaryota:Metazoa (0.27%), Eukaryota:Viridiplantae (0.09%)",CRISPR-DR7,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01321,Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (20.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (27.59%)",CRISPR-DR8,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01322,Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (85.71%), Bacteria:Firmicutes (14.29%)","Bacteria (100.00%), Bacteria:Proteobacteria (47.88%), Bacteria:Firmicutes (18.64%), Bacteria:Cyanobacteria (2.12%)",CRISPR-DR9,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01323,Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (40.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (19.25%)",CRISPR-DR10,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01330,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (72.02%)",CRISPR-DR16,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01336,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (53.31%)",CRISPR-DR23,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01344,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (98.97%), Bacteria:Proteobacteria (86.21%), Eukaryota (1.03%), Eukaryota:Metazoa (0.69%), Eukaryota:Viridiplantae (0.34%)",CRISPR-DR34,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01345,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (94.74%), Bacteria:Proteobacteria (94.74%), Eukaryota (5.26%), Eukaryota:Metazoa (3.51%), Eukaryota:Viridiplantae (1.75%)",CRISPR-DR35,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01364,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",CRISPR-DR51,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01366,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",CRISPR-DR53,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01367,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (95.24%), Bacteria:Proteobacteria (95.24%), Eukaryota (4.76%), Eukaryota:Metazoa (4.76%)",CRISPR-DR54,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01368,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",CRISPR-DR55,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01374,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Eukaryota (75.00%), Eukaryota:Metazoa (50.00%), Bacteria (25.00%), Bacteria:Proteobacteria (25.00%), Eukaryota:Fungi (25.00%)",CRISPR-DR61,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01384,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",InvR,Invasion gene-associated RNA,Gene;
RF01385,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (70.59%)",isrA,isrA Hfq binding RNA,Gene; sRNA;
RF01386,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (55.56%), Bacteria:Proteobacteria (44.44%), Eukaryota (22.22%), Viruses (22.22%), Eukaryota:Viridiplantae (22.22%)",isrB,isrB Hfq binding RNA,Gene; sRNA;
RF01387,Bacteria+Proteobacteria/Bacteria,"Bacteria (93.75%), Bacteria:Proteobacteria (93.75%), unclassified sequences (6.25%)","Bacteria (94.59%), Bacteria:Proteobacteria (40.54%), Eukaryota (5.41%), Eukaryota:Metazoa (5.41%)",isrC,isrC Hfq binding RNA,Gene; sRNA;
RF01388,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (66.67%), Bacteria:Proteobacteria (66.67%), Eukaryota (33.33%), Eukaryota:Viridiplantae (16.67%), Eukaryota:Metazoa (16.67%)",isrD,isrD Hfq binding RNA,Gene; sRNA;
RF01389,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (50.00%)",isrF,isrF Hfq binding RNA,Gene; sRNA;
RF01390,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Eukaryota (83.33%), Eukaryota:Metazoa (62.50%), Bacteria (16.67%), Bacteria:Proteobacteria (16.67%), Eukaryota:Alveolata (4.17%)",isrG,isrG Hfq binding RNA,Gene; sRNA;
RF01391,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",isrH,isrH Hfq binding RNA,Gene; sRNA;
RF01392,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (80.00%), Bacteria:Proteobacteria (80.00%), Eukaryota (10.00%), Viruses (10.00%), Eukaryota:Metazoa (10.00%)",isrI,isrI Hfq binding RNA,Gene; sRNA;
RF01393,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (47.06%), Eukaryota (35.29%), Bacteria:Proteobacteria (29.41%), Viruses (17.65%), Eukaryota:Viridiplantae (17.65%), Eukaryota:Metazoa (17.65%)",isrJ,isrJ Hfq binding RNA,Gene; sRNA;
RF01394,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (81.75%), Bacteria:Proteobacteria (53.45%), Viruses (13.22%), Eukaryota (5.03%), Eukaryota:Metazoa (4.10%), Eukaryota:Viridiplantae (0.74%), Eukaryota:Fungi (0.19%)",isrK,isrK Hfq binding RNA,Gene; sRNA;
RF01395,Bacteria+Proteobacteria/Bacteria,"Bacteria (75.00%), Bacteria:Proteobacteria (75.00%), unclassified sequences (25.00%)","Bacteria (92.86%), Bacteria:Proteobacteria (85.71%), Eukaryota (7.14%), Eukaryota:Fungi (7.14%)",isrL,isrL Hfq binding RNA,Gene; sRNA;
RF01396,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (91.61%), Bacteria:Proteobacteria (58.04%), Eukaryota (8.39%), Eukaryota:Metazoa (5.59%), Bacteria:Bacteroidetes (3.50%), Eukaryota:Fungi (2.80%)",isrN,isrN Hfq binding RNA,Gene; sRNA;
RF01397,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (80.00%)",isrO,isrO Hfq binding RNA,Gene; sRNA;
RF01398,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",isrP,isrP Hfq binding RNA,Gene; sRNA;
RF01399,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",isrQ,isrQ Hfq binding RNA,Gene; sRNA;
RF01400,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (84.38%), Bacteria:Proteobacteria (71.88%), Eukaryota (15.62%), Eukaryota:Metazoa (9.38%), Eukaryota:Viridiplantae (3.12%)",istR,istR Hfq binding RNA,Gene; antitoxin;
RF01401,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",rseX,rseX Hfq binding RNA,Gene; sRNA;
RF01402,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",STnc150,STnc150 Hfq binding RNA,Gene; sRNA;
RF01403,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",STnc290,STnc290 Hfq binding RNA,Gene; sRNA;
RF01404,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",PinT,PinT (STnc440) Hfq binding RNA,Gene; sRNA;
RF01405,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (60.75%), Bacteria:Firmicutes (13.31%)",STnc490,STnc490 Hfq binding RNA,Gene; sRNA;
RF01406,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",STnc500,STnc500 Hfq binding RNA,Gene; sRNA;
RF01407,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (96.55%), Bacteria:Proteobacteria (86.21%), Eukaryota (3.45%), Eukaryota:Metazoa (3.45%)",STnc560,STnc560 Hfq binding RNA,Gene; sRNA;
RF01408,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (88.89%), Bacteria:Proteobacteria (77.78%), Eukaryota (11.11%), Eukaryota:Metazoa (8.89%), Bacteria:Actinobacteria (2.22%), Eukaryota:Fungi (2.22%)",sraL,sraL Hfq binding RNA,Gene; sRNA;
RF01409,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",STnc250,STnc250 Hfq binding RNA,Gene; sRNA;
RF01416,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",NrrF,NrrF RNA,Gene; antisense;
RF01456,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (52.00%)",VrrA,Vibrio regulatory RNA of OmpA,Gene; antisense;
RF01482,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (31.56%), Bacteria:Firmicutes (20.62%), Bacteria:Proteobacteria (5.94%), Bacteria:Bacteroidetes (0.94%)",AdoCbl,AdoCbl (Cobalamin/B12) riboswitch aptamer,Cis-reg; riboswitch;
RF01497,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (96.56%), Bacteria:Proteobacteria (40.22%), Bacteria:Actinobacteria (19.97%), Eukaryota (2.51%), Eukaryota:Metazoa (0.98%), Viruses (0.93%), Eukaryota:Viridiplantae (0.79%), Eukaryota:Fungi (0.37%), Eukaryota:Alveolata (0.33%)",ALIL,ALIL pseudoknot,Cis-reg;
RF01517,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (91.30%), Bacteria:Proteobacteria (76.09%), Eukaryota (8.70%), Eukaryota:Metazoa (6.52%), Eukaryota:Fungi (2.17%)",iscRS,iscR stability element,Cis-reg;
RF01519,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (85.19%), Bacteria:Proteobacteria (44.44%), Eukaryota (14.81%), Eukaryota:Metazoa (14.81%)",CC0196,Caulobacter sRNA CC0196,Gene; sRNA;
RF01520,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",CC0734,caulobacter sRNA CC0734,Gene; sRNA;
