Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF01440,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR42,small nucleolar RNA snR42,Gene; snRNA; snoRNA; HACA-box;
RF01441,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR46,small nulceolar RNA snR46,Gene; snRNA; snoRNA; HACA-box;
RF01442,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR90,small nucleolar RNA snR90,Gene; snRNA; snoRNA; HACA-box;
RF01443,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR91,small nucleolar RNA snR91,Gene; snRNA; snoRNA; HACA-box;
RF01444,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR92,small nucleolar RNA snR92,Gene; snRNA; snoRNA; HACA-box;
RF01445,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR94,small nucleolar RNA snR94,Gene; snRNA; snoRNA; HACA-box;
RF01446,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR95,small nucleolar RNA snR95,Gene; snRNA; snoRNA; HACA-box;
RF01447,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR98,small nucleolar RNA snR98,Gene; snRNA; snoRNA; HACA-box;
RF01448,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR93,small nucleolar RNA snR93,Gene; snRNA; snoRNA; HACA-box;
RF01449,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR100,small nucleolar RNA snR100,Gene; snRNA; snoRNA; HACA-box;
RF01450,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR96,small nucleolar RNA snR96,Gene; snRNA; snoRNA; HACA-box;
RF01451,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR97,small nucleolar RNA snR97,Gene; snRNA; snoRNA; HACA-box;
RF01452,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR99,small nucleolar RNA snR99,Gene; snRNA; snoRNA; HACA-box;
RF01496,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.69%), Eukaryota:Viridiplantae (0.31%)",Afu_182,A. fumigatus sRNA Afu_182,Gene; sRNA;
RF01498,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.52%), Eukaryota:Metazoa (0.32%), Eukaryota:Viridiplantae (0.16%)",Afu_190,A. fumigatus snoRNA Afu_190,Gene; snRNA; snoRNA; CD-box;
RF01499,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",Afu_191,A. fumigatus snoRNA Afu_191,Gene; snRNA; snoRNA; CD-box;
RF01500,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.21%), Eukaryota:Viridiplantae (0.79%)",Afu_198,A. fumigatus snoRNA Afu_198,Gene; snRNA; snoRNA; CD-box;
RF01501,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",Afu_199,A. fimigatus snoRNA Afu_199,Gene; snRNA; snoRNA; CD-box;
RF01502,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.87%), Eukaryota:Viridiplantae (0.13%)",Fungi_SRP,Fungal signal recognition particle RNA,Gene;
RF01503,Eukaryota+Fungi/Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (87.50%), Eukaryota:Metazoa (12.50%)",Afu_203,A. fumigatus sRNA Afu_203,Gene; sRNA;
RF01504,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",Afu_254,A. fumigatus sRNA Afu_254,Gene; sRNA;
RF01505,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.64%), Eukaryota:Viridiplantae (0.18%), Eukaryota:Stramenopiles (0.18%)",Afu_264,A. fumigatus snoRNA Afu_264,Gene; snRNA; snoRNA; CD-box;
RF01506,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.58%), Eukaryota:Viridiplantae (0.42%)",Afu_294,A. fumigatus snoRNA Afu_294,Gene; snRNA; snoRNA; CD-box;
RF01507,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.75%), Eukaryota:Viridiplantae (0.25%)",Afu_298,A. fimigatus snoRNA Afu_298,Gene; snRNA; snoRNA; CD-box;
RF01509,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (97.87%), Eukaryota:Viridiplantae (2.13%)",Afu_300,A. fumigatus snoRNA Afu_300,Gene; snRNA; snoRNA; CD-box;
RF01511,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.69%), Eukaryota:Viridiplantae (0.16%), Eukaryota:Metazoa (0.16%)",Afu_304,A. fumigatus snoRNA Afu_304,Gene; snRNA; snoRNA; CD-box;
RF01512,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.70%), Eukaryota:Viridiplantae (0.30%)",Afu_309,A. fumigatus sRNA Afu_309,Gene; sRNA;
RF01513,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.85%), Eukaryota:Viridiplantae (0.15%)",Afu_335,A. fumigatus snoRNA Afu_335,Gene; snRNA; snoRNA; CD-box;
RF01514,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.85%), Eukaryota:Viridiplantae (0.15%)",Afu_513,A. fumigatus snoRNA Afu_513,Gene; snRNA; snoRNA; CD-box;
RF01515,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.85%), Eukaryota:Viridiplantae (0.15%)",Afu_514,A. fumigatus snoRNA Afu_514,Gene; snRNA; snoRNA; CD-box;
RF01629,Eukaryota+Metazoa/Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (87.37%), Eukaryota:Fungi (8.42%), Eukaryota:Viridiplantae (4.21%)",ceN39,Nematode snoRNA ceN39,Gene; snRNA; snoRNA; HACA-box;
RF01765,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",srg1,srg1,Gene;
RF01824,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",RUF20,RNA of unknown function 20,Gene;
RF01825,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",RUF21,RNA of unknown function 21,Gene;
RF01846,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.85%), Eukaryota:Viridiplantae (0.15%)",Fungi_U3,Fungal small nucleolar RNA U3,Gene; snRNA; snoRNA; CD-box;
RF01852,Mixed,"Bacteria (68.81%), Bacteria:Proteobacteria (48.62%), Eukaryota (29.36%), Eukaryota:Metazoa (25.69%), Bacteria:Firmicutes (11.93%), Bacteria:Actinobacteria (4.59%), Archaea (1.83%), Archaea:Euryarchaeota (1.83%), Eukaryota:Viridiplantae (0.92%)","Bacteria (55.11%), Eukaryota (44.32%), Eukaryota:Metazoa (33.00%), Bacteria:Proteobacteria (11.94%), Bacteria:Actinobacteria (9.02%), Bacteria:Firmicutes (8.41%), Eukaryota:Alveolata (5.01%), Eukaryota:Viridiplantae (1.41%), Eukaryota:Stramenopiles (1.08%), Eukaryota:Fungi (0.42%), Viruses (0.40%), Eukaryota:Amoebozoa (0.19%), Archaea (0.16%), Archaea:Euryarchaeota (0.12%), Bacteria:Bacteroidetes (0.12%), Bacteria:Cyanobacteria (0.02%)",tRNA-Sec,Selenocysteine transfer RNA,Gene; tRNA;
RF01856,Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (33.33%)","Eukaryota (100.00%), Eukaryota:Alveolata (43.75%), Eukaryota:Viridiplantae (13.39%), Eukaryota:Metazoa (11.61%), Eukaryota:Fungi (8.93%), Eukaryota:Stramenopiles (2.68%)",Protozoa_SRP,Protozoan signal recognition particle RNA,Gene;
RF01860,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.69%), Eukaryota:Viridiplantae (0.31%)",Afu_455,A. fumigatus snoRNA Afu_455,Gene; snRNA; snoRNA; CD-box;
RF01960,Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (40.00%), Eukaryota:Amoebozoa (10.00%), Eukaryota:Alveolata (5.56%), Eukaryota:Fungi (3.33%), Eukaryota:Viridiplantae (1.11%)","Eukaryota (99.76%), Eukaryota:Viridiplantae (50.62%), Eukaryota:Metazoa (35.45%), Eukaryota:Fungi (9.19%), Eukaryota:Alveolata (1.82%), Eukaryota:Stramenopiles (0.82%), Bacteria (0.23%), Bacteria:Proteobacteria (0.02%), Bacteria:Actinobacteria (0.02%), Eukaryota:Amoebozoa (0.02%), Archaea (0.01%), Archaea:Euryarchaeota (0.01%), Bacteria:Firmicutes (0.01%), Bacteria:Bacteroidetes (0.01%)",SSU_rRNA_eukarya,Eukaryotic small subunit ribosomal RNA,Gene; rRNA;
RF02402,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",Afu_263,A. fumigatus snoRNA Afu_263,Gene; snRNA; snoRNA; CD-box;
RF02403,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",Afu_328,A. fumigatus snoRNA Afu_328,Gene; snRNA; snoRNA; CD-box;
RF02462,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.79%), Eukaryota:Viridiplantae (0.21%)",Telomerase_Asco,Ascomycota telomerase RNA,Gene;
RF02530,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",URE2_IRES,Ure2 internal ribosome entry site (IRES),Cis-reg; IRES;
RF02542,Eukaryota+Fungi/Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (99.81%), Eukaryota:Metazoa (56.56%), Eukaryota:Viridiplantae (25.58%), Eukaryota:Fungi (15.25%), Eukaryota:Alveolata (1.45%), Bacteria (0.19%), Bacteria:Firmicutes (0.19%), Eukaryota:Amoebozoa (0.19%)",SSU_rRNA_microsporidia,Microsporidia small subunit ribosomal RNA,Gene; rRNA;
RF02543,Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (30.68%), Eukaryota:Fungi (25.00%), Eukaryota:Alveolata (18.18%), Eukaryota:Viridiplantae (6.82%), Eukaryota:Amoebozoa (2.27%)","Eukaryota (99.74%), Eukaryota:Viridiplantae (42.90%), Eukaryota:Metazoa (41.55%), Eukaryota:Fungi (9.66%), Eukaryota:Alveolata (2.44%), Eukaryota:Stramenopiles (1.40%), Bacteria (0.25%), Eukaryota:Amoebozoa (0.04%), Bacteria:Proteobacteria (0.02%), Bacteria:Actinobacteria (0.02%), Archaea (0.01%), Archaea:Euryarchaeota (0.01%), Bacteria:Firmicutes (0.01%)",LSU_rRNA_eukarya,Eukaryotic large subunit ribosomal RNA,Gene; rRNA;
RF04108,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (95.00%), Eukaryota:Fungi (5.00%)",mir-2513,mir-2513 microRNA precursor family,Gene; miRNA;
RF04119,Eukaryota+Viridiplantae/Eukaryota,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (96.30%), Eukaryota:Viridiplantae (77.78%), Eukaryota:Metazoa (11.11%), Eukaryota:Fungi (7.41%), Bacteria (3.70%)",MIR1858,MIR1858 microRNA precursor family,Gene; miRNA;
RF04247,Eukaryota,"Eukaryota (97.32%), Eukaryota:Metazoa (58.93%), Eukaryota:Fungi (38.39%), Other (1.79%), unclassified sequences (0.89%)","Eukaryota (100.00%), Eukaryota:Metazoa (56.11%), Eukaryota:Fungi (43.82%), Eukaryota:Viridiplantae (0.08%)",bZIP,bZIP non canonical Hac1/Xbp1 intron,Gene; sRNA;
RF04328,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR107,Fungal C/D box small nucleolar RNA 107 family,Gene; snRNA; snoRNA; CD-box;
